('Ankara', 'LOC', 'MISC')
('Hawiye', 'ORG', 'DEM')
('19', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('health', 'DEM', 'MISC')
('single', 'DEM', 'MISC')
('Somaliland', 'LOC', 'MISC')
('north', 'LOC', 'MISC')
('Barré', 'ORG', 'PERSON')
('Somali', 'ORG', 'DEM')
('Embassy', 'ORG', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Somalia', 'MISC', 'LOC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'MISC', 'LOC')
('Somalia', 'MISC', 'LOC')
('Secretary', 'MISC', 'DEM')
('of', 'MISC', 'DEM')
('State', 'MISC', 'DEM')
('Home', 'MISC', 'ORG')
('Department', 'MISC', 'ORG')
('West', 'LOC', 'MISC')
('Drayton', 'LOC', 'MISC')
('Reer', 'DEM', 'ORG')
('Hamar', 'DEM', 'ORG')
('clan', 'DEM', 'MISC')
('19', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('Somaliland', 'LOC', 'MISC')
('two', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('Barré', 'DEM', 'PERSON')
('Somali', 'ORG', 'DEM')
('Embassy', 'ORG', 'MISC')
('London', 'ORG', 'LOC')
('Somali', 'ORG', 'DEM')
('army', 'ORG', 'DEM')
('Isaaq', 'DEM', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Somalia', 'LOC', 'ORG')
('Fourth', 'ORG', 'QUANTITY')
('1987', 'DEM', 'DATETIME')
('West', 'LOC', 'MISC')
('Drayton', 'LOC', 'MISC')
('Reer', 'DEM', 'ORG')
('Hamar', 'DEM', 'ORG')
('Hawiye', 'ORG', 'DEM')
('militia', 'ORG', 'DEM')
('19', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('1969', 'DEM', 'DATETIME')
('Somaliland', 'ORG', 'MISC')
('two', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('Barré', 'ORG', 'PERSON')
('Somali', 'ORG', 'DEM')
('Embassy', 'ORG', 'MISC')
('Isaaq', 'DEM', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Royds', 'PERSON', 'ORG')
('Rdw', 'PERSON', 'ORG')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('marriage', 'DEM', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Parent', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Royds', 'PERSON', 'ORG')
('Rdw', 'PERSON', 'ORG')
('Parent', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Parent', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Parent', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Parent', 'MISC', 'DEM')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Parent', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Parent', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Parent', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('widow', 'MISC', 'DEM')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Parent', 'MISC', 'DEM')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Wiltshire', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Royds', 'PERSON', 'ORG')
('Rdw', 'PERSON', 'ORG')
('Wiltshire', 'LOC', 'MISC')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Wiltshire', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Wiltshire', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Wiltshire', 'LOC', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Wiltshire', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Wiltshire', 'LOC', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Wiltshire', 'LOC', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Wiltshire', 'LOC', 'MISC')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Wiltshire', 'LOC', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('1992', 'MISC', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('two', 'DEM', 'QUANTITY')
('1992', 'MISC', 'DATETIME')
('child', 'MISC', 'DEM')
('benefit', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('1992', 'MISC', 'DATETIME')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('1992', 'MISC', 'DATETIME')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('1992', 'MISC', 'DATETIME')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('child', 'MISC', 'DEM')
('benefit', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('1992', 'MISC', 'DATETIME')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('1992', 'MISC', 'DATETIME')
('Commissioner', 'ORG', 'DEM')
('Commissioner', 'ORG', 'DEM')
('child', 'MISC', 'DEM')
('benefit', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('1992', 'MISC', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('two', 'DEM', 'QUANTITY')
('1992', 'MISC', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Atter', 'ORG', 'PERSON')
('McKenzie', 'ORG', 'PERSON')
('Evesham', 'LOC', 'MISC')
('HM', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Erlestoke', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Evesham', 'LOC', 'MISC')
('life', 'DATETIME', 'MISC')
('imprisonment', 'DATETIME', 'MISC')
('life', 'DATETIME', 'MISC')
('imprisonment', 'DATETIME', 'MISC')
('HM', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Erlestoke', 'ORG', 'LOC')
('Lord', 'ORG', 'DEM')
('Chief', 'ORG', 'DEM')
('Justice', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Evesham', 'LOC', 'MISC')
('HM', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Erlestoke', 'ORG', 'LOC')
('Lord', 'ORG', 'DEM')
('Chief', 'ORG', 'DEM')
('Justice', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Atter', 'ORG', 'PERSON')
('McKenzie', 'ORG', 'PERSON')
('Evesham', 'LOC', 'MISC')
('HM', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Erlestoke', 'ORG', 'LOC')
('police', 'ORG', 'DEM')
('Lord', 'ORG', 'DEM')
('Chief', 'ORG', 'DEM')
('Justice', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('prison', 'ORG', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Atter', 'ORG', 'PERSON')
('McKenzie', 'ORG', 'PERSON')
('Evesham', 'LOC', 'MISC')
('life', 'DEM', 'MISC')
('imprisonment', 'DEM', 'MISC')
('life', 'DEM', 'MISC')
('imprisonment', 'DEM', 'MISC')
('HM', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Erlestoke', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Evesham', 'LOC', 'MISC')
('HM', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Erlestoke', 'ORG', 'LOC')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Atter', 'ORG', 'PERSON')
('McKenzie', 'ORG', 'PERSON')
('Evesham', 'LOC', 'MISC')
('HM', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Erlestoke', 'ORG', 'LOC')
('three', 'MISC', 'QUANTITY')
('Lord', 'PERSON', 'DEM')
('Chief', 'PERSON', 'DEM')
('Justice', 'PERSON', 'DEM')
('Secretary', 'PERSON', 'DEM')
('of', 'PERSON', 'DEM')
('State', 'PERSON', 'DEM')
('Secretary', 'PERSON', 'DEM')
('of', 'PERSON', 'DEM')
('State', 'PERSON', 'DEM')
('Secretary', 'PERSON', 'DEM')
('of', 'PERSON', 'DEM')
('State', 'PERSON', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Atter', 'ORG', 'PERSON')
('McKenzie', 'ORG', 'PERSON')
('Evesham', 'LOC', 'MISC')
('HM', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Erlestoke', 'ORG', 'LOC')
('two', 'MISC', 'QUANTITY')
('three', 'MISC', 'QUANTITY')
('two', 'MISC', 'QUANTITY')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('British', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('age', 'DEM', 'DATETIME')
('60', 'DEM', 'DATETIME')
('Stec', 'MISC', 'ORG')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('60', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('Member', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Paymaster', 'ORG', 'DEM')
('General', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('British', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('65', 'DEM', 'QUANTITY')
('65', 'DEM', 'QUANTITY')
('60', 'DEM', 'QUANTITY')
('60', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('60', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('Member', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Paymaster', 'ORG', 'DEM')
('General', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('British', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Stec', 'MISC', 'ORG')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('65731', 'MISC', 'CODE')
('01', 'MISC', 'CODE')
('65900', 'MISC', 'CODE')
('01', 'MISC', 'CODE')
('12', 'MISC', 'DATETIME')
('April', 'MISC', 'DATETIME')
('2006', 'MISC', 'DATETIME')
('60', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('Member', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Paymaster', 'ORG', 'DEM')
('General', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('British', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('age', 'DEM', 'DATETIME')
('60', 'DEM', 'DATETIME')
('Stec', 'MISC', 'ORG')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('65731', 'MISC', 'CODE')
('01', 'MISC', 'CODE')
('65900', 'MISC', 'CODE')
('01', 'MISC', 'CODE')
('12', 'MISC', 'DATETIME')
('April', 'MISC', 'DATETIME')
('2006', 'MISC', 'DATETIME')
('over', 'DEM', 'DATETIME')
('60', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('Member', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Paymaster', 'ORG', 'DEM')
('General', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('British', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('age', 'DEM', 'DATETIME')
('60', 'DEM', 'DATETIME')
('Grand', 'MISC', 'ORG')
('Chamber', 'MISC', 'ORG')
('Stec', 'MISC', 'ORG')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('65', 'DEM', 'QUANTITY')
('65', 'DEM', 'QUANTITY')
('65', 'DEM', 'DATETIME')
('60', 'DEM', 'QUANTITY')
('60', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('60', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('British', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Stec', 'MISC', 'ORG')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('Member', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Parliament', 'ORG', 'DEM')
('Paymaster', 'ORG', 'DEM')
('General', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('British', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('age', 'DEM', 'DATETIME')
('60', 'DEM', 'DATETIME')
('Stec', 'MISC', 'ORG')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('65', 'DEM', 'QUANTITY')
('65', 'DEM', 'QUANTITY')
('60', 'DEM', 'QUANTITY')
('60', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('60', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('Member', 'PERSON', 'DEM')
('of', 'PERSON', 'DEM')
('Parliament', 'PERSON', 'DEM')
('Paymaster', 'PERSON', 'DEM')
('General', 'PERSON', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('British', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('age', 'DEM', 'DATETIME')
('60', 'DEM', 'DATETIME')
('60', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('60', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('two', 'DEM', 'QUANTITY')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('two', 'DEM', 'QUANTITY')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('British', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('British', 'MISC', 'DEM')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('social', 'MISC', 'DEM')
('security', 'MISC', 'DEM')
('United', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('law', 'MISC', 'DEM')
('sex', 'DEM', 'MISC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('two', 'DEM', 'QUANTITY')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
