Unnamed: 0,semantic_type,span_text,offsets,doc_id,probability,label,tokens,no_tokens,no_subtokens
1419,DEM,Russian,"(51, 58)",aleksandr-dzhigero,[-3.3526706046056525],NO_MASK,['Russian'],1,0
1420,PERSON,Александр Джигеро,"(60, 77)",aleksandr-dzhigero,"[-5.598519183964559, -5.0280884504110075, -5.925000504728779, -5.774038486134969, -5.724204513488123, -4.7908247687352, -6.927815387602309, -8.360043553171314, -8.626455235062286, -8.737381888101448, -8.835318799672018, -7.656602968586172, -5.541291014881426, -5.604993155743334, -4.533104619361979, -5.653648727145975]",MASK,"['А', '##л', '##е', '##к', '##с', '##а', '##н', '##д', '##р', 'Д', '##ж', '##и', '##г', '##е', '##р', '##о']",2,14
1421,DATETIME,15 April 1996,"(84, 97)",aleksandr-dzhigero,"[-3.1728835966560944, -4.800169127796073, -1.6710409097613839]",MASK,"['15', 'April', '1996']",3,0
1422,DEM,Belarusian,"(104, 114)",aleksandr-dzhigero,[-1.2344544011469016],NO_MASK,['Belarusian'],1,0
1423,DEM,footballer,"(128, 138)",aleksandr-dzhigero,[-0.04141983779918879],NO_MASK,['footballer'],1,0
1424,DATETIME,2021,"(146, 150)",aleksandr-dzhigero,"[-6.616193460424688, -6.906675444201581]",NO_MASK,"['202', '##1']",1,1
1425,ORG,Neman Grodno,"(165, 177)",aleksandr-dzhigero,"[-4.111656087219877, -5.270918550925802, -4.86613303056914, -6.939360772194406, -7.036628657490653]",MASK,"['N', '##eman', 'G', '##rod', '##no']",2,3
1426,ORG,Abder Ramdane,"(0, 13)",abder-ramdane,"[-3.649759057346677, -4.599533938063367, -3.3946614448282633, -6.398305830601409, -3.4782179682723946]",MASK,"['Abd', '##er', 'Ram', '##dan', '##e']",2,3
1427,DATETIME,23 February 1974,"(20, 36)",abder-ramdane,"[-3.619575396209698, -4.331835145429594, -1.5341873126884717]",MASK,"['23', 'February', '1974']",3,0
1428,DEM,Algerian,"(44, 52)",abder-ramdane,[-2.328786811903396],MASK,['Algerian'],1,0
1429,DEM,manager,"(62, 69)",abder-ramdane,[-0.3910788557405797],NO_MASK,['manager'],1,0
1430,DEM,player,"(81, 87)",abder-ramdane,[-0.28502606207835907],NO_MASK,['player'],1,0
1431,PERSON,Nicolás Santiago Prieto Correa,"(0, 30)",nicol-s-prieto,"[-3.1260762039125733, -4.413858512395306, -5.978680123873404, -4.6733267507604435, -4.392679595352122, -6.5015128426243125, -4.414632289164603, -4.249621449104908, -6.23795491662524, -3.0133546572193532]",MASK,"['Nico', '##l', '##ás', 'Santiago', 'P', '##rie', '##to', 'Co', '##rre', '##a']",4,6
1432,DATETIME,5 September 1992,"(37, 53)",nicol-s-prieto,"[-2.8231442239518203, -4.371222576726163, -1.3440454716165307]",MASK,"['5', 'September', '1992']",3,0
1433,DEM,Uruguayan,"(60, 69)",nicol-s-prieto,[-5.255446582904008],NO_MASK,['Uruguayan'],1,0
1434,DEM,footballer,"(70, 80)",nicol-s-prieto,[-0.29792368405195696],NO_MASK,['footballer'],1,0
1435,ORG,Danubio,"(95, 102)",nicol-s-prieto,"[-4.304893603167896, -5.907143067432853, -4.304981222233298]",MASK,"['Dan', '##ubi', '##o']",1,2
1436,PERSON,Al-Malik al-Aziz Uthman ibn Salah ad-Din Yusuf,"(0, 46)",al-aziz-uthman,"[-3.486687756762936, -1.864344222557629, -5.304280652744604, -4.235670233873064, -2.505663075861275, -6.10498850530923, -4.2102748862828525, -4.315975837955679, -3.6273663324498955, -4.333767249936544, -6.44993196995602, -6.0931824848794225, -5.297110266090057, -1.7187925734546803, -5.1361879210009285, -4.084300091430367]",MASK,"['Al', '-', 'Malik', 'al', '-', 'Aziz', 'U', '##th', '##man', 'ibn', 'Sal', '##ah', 'ad', '-', 'Din', 'Yusuf']",13,3
1437,DATETIME,1171,"(48, 52)",al-aziz-uthman,"[-5.104902833010061, -4.183053116125411]",MASK,"['117', '##1']",1,1
1438,DATETIME,29 November 1198,"(55, 71)",al-aziz-uthman,"[-5.4973297104832755, -5.117991879708513, -5.384304376601905, -4.5842532292640845]",MASK,"['29', 'November', '119', '##8']",3,1
1439,DEM,Ayyubid,"(88, 95)",al-aziz-uthman,"[-4.582525181132189, -5.057179606055101, -5.635711912528009, -6.026189853612496]",NO_MASK,"['A', '##y', '##yu', '##bid']",1,3
1440,DEM,Kurdish,"(96, 103)",al-aziz-uthman,[-6.32674081427278],MASK,['Kurdish'],1,0
1441,DEM,Sultan,"(104, 110)",al-aziz-uthman,[-3.550161749420248],MASK,['Sultan'],1,0
1442,LOC,Egypt,"(114, 119)",al-aziz-uthman,[-2.9507726215309327],MASK,['Egypt'],1,0
1443,PERSON,Saladin,"(146, 153)",al-aziz-uthman,"[-4.33607456359741, -6.262807293102901, -4.24411172035245]",MASK,"['Sal', '##adi', '##n']",1,2
1444,PERSON,Saladin,"(172, 179)",al-aziz-uthman,"[-6.59640167383395, -7.628106077640172, -5.9109597229647095]",MASK,"['Sal', '##adi', '##n']",1,2
1445,PERSON,al-Afdal,"(223, 231)",al-aziz-uthman,"[-4.826726982051869, -2.4492108493713958, -3.8749716370149043, -6.193757506162903, -7.595416345997769]",MASK,"['al', '-', 'A', '##f', '##dal']",3,2
1446,LOC,Palestine,"(241, 250)",al-aziz-uthman,[-5.715528514170506],NO_MASK,['Palestine'],1,0
1447,LOC,Syria,"(255, 260)",al-aziz-uthman,[-4.923382293410484],NO_MASK,['Syria'],1,0
1448,PERSON,al-Aziz,"(262, 269)",al-aziz-uthman,"[-4.880959127189092, -2.6927227693144276, -5.36306729422137]",MASK,"['al', '-', 'Aziz']",3,0
1449,LOC,Egypt,"(288, 293)",al-aziz-uthman,[-4.307598574573087],MASK,['Egypt'],1,0
1450,PERSON,al-Zahir,"(295, 303)",al-aziz-uthman,"[-5.00234624936132, -2.909214318464521, -5.542580826439517, -7.1464982061645985, -6.434462585258294]",MASK,"['al', '-', 'Z', '##ahi', '##r']",3,2
1451,LOC,Aleppo,"(313, 319)",al-aziz-uthman,[-6.307671197182891],MASK,['Aleppo'],1,0
1452,PERSON,al-Adil I,"(321, 330)",al-aziz-uthman,"[-4.702603942813159, -4.698032022721889, -6.018456675047019, -6.746599901818727, -3.299599807080102]",MASK,"['al', '-', 'Ad', '##il', 'I']",4,1
1453,LOC,Karak,"(340, 345)",al-aziz-uthman,"[-7.8941894063440445, -4.6027234259276]",MASK,"['Kara', '##k']",1,1
1454,LOC,Shawbak,"(350, 357)",al-aziz-uthman,"[-6.401752186470397, -5.910610542899482, -5.505295274575239]",MASK,"['Shaw', '##ba', '##k']",1,2
1455,PERSON,Turan-Shah,"(363, 373)",al-aziz-uthman,"[-5.3842419879987125, -5.152160152703738, -2.5978797006608167, -5.368602816926589]",MASK,"['Tu', '##ran', '-', 'Shah']",3,1
1456,LOC,Yemen,"(383, 388)",al-aziz-uthman,[-4.435615456185989],MASK,['Yemen'],1,0
1457,PERSON,al-Adil,"(441, 448)",al-aziz-uthman,"[-3.723085247870942, -3.096184704259713, -4.195885983404793, -5.465190544798597]",MASK,"['al', '-', 'Ad', '##il']",3,1
1458,LOC,Syria,"(482, 487)",al-aziz-uthman,[-4.390550210257811],MASK,['Syria'],1,0
1459,LOC,Upper Mesopotamia,"(489, 506)",al-aziz-uthman,"[-5.519947461265156, -5.250210683866159, -6.942174611520728, -7.962472480056254, -6.63872210324737]",MASK,"['Upper', 'Me', '##so', '##pot', '##amia']",2,3
1460,LOC,Egypt,"(508, 513)",al-aziz-uthman,[-4.299349473555139],MASK,['Egypt'],1,0
1461,LOC,Yemen,"(519, 524)",al-aziz-uthman,[-4.290144333987615],NO_MASK,['Yemen'],1,0
1462,PERSON,Al-Aziz Uthman,"(527, 541)",al-aziz-uthman,"[-3.441541545860561, -2.6508362229308085, -3.6837486719060246, -4.035469910129488, -5.0069788273808955, -5.282781562528174]",MASK,"['Al', '-', 'Aziz', 'U', '##th', '##man']",4,2
1463,DATETIME,1193,"(603, 607)",al-aziz-uthman,"[-3.3941235844644773, -5.421790181687649]",MASK,"['119', '##3']",1,1
1464,DATETIME,1198,"(612, 616)",al-aziz-uthman,"[-3.191400061228745, -4.907522157725213]",MASK,"['119', '##8']",1,1
1465,PERSON,Al-Aziz,"(625, 632)",al-aziz-uthman,"[-5.354026740206557, -3.29731439187039, -6.041183975099946]",MASK,"['Al', '-', 'Aziz']",3,0
1466,ORG,Ayyubid empire,"(689, 703)",al-aziz-uthman,"[-4.583272263210738, -5.519587678858309, -6.604592573497872, -7.139024389474685, -0.09600067911544816]",MASK,"['A', '##y', '##yu', '##bid', 'empire']",2,3
1467,DEM,Zengid,"(740, 746)",al-aziz-uthman,"[-5.499230516788446, -5.010562990798006, -4.531486642998151]",MASK,"['Zen', '##gi', '##d']",1,2
1468,DEM,emirs,"(747, 752)",al-aziz-uthman,"[-4.628781618604838, -6.49215792140476]",MASK,"['em', '##irs']",1,1
1469,LOC,Mosul,"(756, 761)",al-aziz-uthman,"[-4.69450010274454, -7.309885792676729]",NO_MASK,"['Mo', '##sul']",1,1
1470,LOC,Artuqids,"(773, 781)",al-aziz-uthman,"[-5.297479002106835, -5.028680512116318, -6.463804655067679, -5.1837330212021575]",MASK,"['Art', '##u', '##qi', '##ds']",1,3
1471,LOC,Iraq,"(794, 798)",al-aziz-uthman,[-4.01221916377043],MASK,['Iraq'],1,0
1472,PERSON,al-Afdal,"(805, 813)",al-aziz-uthman,"[-5.220178285851288, -2.8553618924062243, -4.591250176640947, -6.209568771967674, -7.577756808139455]",MASK,"['al', '-', 'A', '##f', '##dal']",3,2
1473,LOC,Egypt,"(889, 894)",al-aziz-uthman,[-4.990437765559904],MASK,['Egypt'],1,0
1474,PERSON,al-Aziz,"(903, 910)",al-aziz-uthman,"[-5.295970716013497, -3.156700812554066, -6.713303115245699]",MASK,"['al', '-', 'Aziz']",3,0
1475,LOC,Syria,"(924, 929)",al-aziz-uthman,[-4.737898125271708],MASK,['Syria'],1,0
1476,DATETIME,1194,"(934, 938)",al-aziz-uthman,"[-5.054133767253665, -4.535874537230802]",MASK,"['119', '##4']",1,1
1477,PERSON,al-Aziz,"(940, 947)",al-aziz-uthman,"[-4.321873015152404, -2.6241440434404715, -5.921259003568368]",MASK,"['al', '-', 'Aziz']",3,0
1478,LOC,Damascus,"(958, 966)",al-aziz-uthman,[-5.842939214238637],MASK,['Damascus'],1,0
1479,PERSON,Al-Afdal,"(968, 976)",al-aziz-uthman,"[-3.597297477594348, -2.478293943645146, -2.1209061833292595, -5.5417311486458765, -6.205406954310693]",MASK,"['Al', '-', 'A', '##f', '##dal']",3,2
1480,PERSON,Saladin,"(997, 1004)",al-aziz-uthman,"[-4.17268051120643, -6.486194794083633, -4.438768064606453]",MASK,"['Sal', '##adi', '##n']",1,2
1481,PERSON,al-Adil I,"(1016, 1025)",al-aziz-uthman,"[-4.290588324079305, -2.631814704640942, -5.120403213503936, -5.4007730028206575, -3.9344460513460584]",MASK,"['al', '-', 'Ad', '##il', 'I']",4,1
1482,PERSON,al-Aziz,"(1035, 1042)",al-aziz-uthman,"[-3.98683764759753, -2.8633420779447345, -6.628988445148387]",MASK,"['al', '-', 'Aziz']",3,0
1483,PERSON,al-Aziz,"(1107, 1114)",al-aziz-uthman,"[-5.103919858677729, -2.2793474928152007, -5.9845035056779805]",MASK,"['al', '-', 'Aziz']",3,0
1484,LOC,Syria,"(1130, 1135)",al-aziz-uthman,[-7.673881768156455],NO_MASK,['Syria'],1,0
1485,PERSON,al-Afdal,"(1141, 1149)",al-aziz-uthman,"[-4.766127365115359, -2.7560746903534854, -4.7271755296247, -4.795248989190561, -6.663904562788565]",MASK,"['al', '-', 'A', '##f', '##dal']",3,2
1486,DEM,emirs,"(1183, 1188)",al-aziz-uthman,"[-5.112448438836925, -6.289505299965438]",MASK,"['em', '##irs']",1,1
1487,PERSON,al-Aziz,"(1192, 1199)",al-aziz-uthman,"[-4.67616160670927, -2.6766936294438115, -5.429287498243371]",MASK,"['al', '-', 'Aziz']",3,0
1488,PERSON,al-Adil,"(1224, 1231)",al-aziz-uthman,"[-5.561509732134636, -1.911171134369043, -4.676040269986216, -5.7580343926579385]",MASK,"['al', '-', 'Ad', '##il']",3,1
1489,PERSON,al-Aziz,"(1244, 1251)",al-aziz-uthman,"[-5.153334649704979, -2.590690786091925, -6.732184113352401]",MASK,"['al', '-', 'Aziz']",3,0
1490,PERSON,al-Afdal,"(1260, 1268)",al-aziz-uthman,"[-5.129137563442945, -2.6411606735768562, -3.959685142373457, -5.094717053921655, -6.921309542183031]",MASK,"['al', '-', 'A', '##f', '##dal']",3,2
1491,LOC,Damascus,"(1303, 1311)",al-aziz-uthman,[-6.555442077333926],MASK,['Damascus'],1,0
1492,DATETIME,3 July 1196,"(1315, 1326)",al-aziz-uthman,"[-4.183944544899612, -4.744434146040051, -6.263503602218768, -4.7544636929644675]",MASK,"['3', 'July', '119', '##6']",3,1
1493,PERSON,Al-Afdal,"(1328, 1336)",al-aziz-uthman,"[-4.215136354554801, -2.1769007367361315, -3.401592421041351, -4.877606251388502, -7.282109901171446]",MASK,"['Al', '-', 'A', '##f', '##dal']",3,2
1494,LOC,Salkhad,"(1351, 1358)",al-aziz-uthman,"[-5.01848808098972, -5.672874489233489, -4.210367815871622]",MASK,"['Sal', '##kha', '##d']",1,2
1495,PERSON,al-Aziz,"(1366, 1373)",al-aziz-uthman,"[-4.601266453177246, -2.053576136732106, -6.9336386456065435]",MASK,"['al', '-', 'Aziz']",3,0
1496,ORG,Ayyubid empire,"(1413, 1427)",al-aziz-uthman,"[-3.5740465729244995, -4.344317988611417, -6.604840956155534, -6.839362826346487, -4.121011444487214]",MASK,"['A', '##y', '##yu', '##bid', 'empire']",2,3
1497,PERSON,al-Adil I,"(1487, 1496)",al-aziz-uthman,"[-4.163264241514516, -2.4843238953580165, -4.729816226932371, -5.578728192037332, -3.322022791235095]",MASK,"['al', '-', 'Ad', '##il', 'I']",4,1
1498,LOC,Damascus,"(1523, 1531)",al-aziz-uthman,[-2.6009353783263776],MASK,['Damascus'],1,0
1499,PERSON,al-Aziz,"(1552, 1559)",al-aziz-uthman,"[-5.452432130541473, -4.402725505598108, -5.389766492814514]",MASK,"['al', '-', 'Aziz']",3,0
1500,MISC,Great Pyramids of Giza,"(1582, 1604)",al-aziz-uthman,"[-5.292389072419955, -4.4963670057473255, -3.9728643260356007, -2.768782995124859, -4.7341709812937935, -6.180498026136062]",MASK,"['Great', 'Pyramid', '##s', 'of', 'G', '##iza']",4,2
1501,LOC,Egypt,"(1606, 1611)",al-aziz-uthman,[-4.629591297931168],NO_MASK,['Egypt'],1,0
1502,MISC,Menkaure's Pyramid,"(1699, 1717)",al-aziz-uthman,"[-8.327585798857239, -6.7079831117732525, -8.239113612420764, -5.066718807240723, -4.033019505363075, -5.9503743159459646]",MASK,"['Men', '##ka', '##ure', ""'"", 's', 'Pyramid']",4,2
1503,PERSON,Al-Aziz,"(1720, 1727)",al-aziz-uthman,"[-5.08530863553614, -3.606964946760735, -4.79163314793824]",MASK,"['Al', '-', 'Aziz']",3,0
1504,LOC,Banias,"(1821, 1827)",al-aziz-uthman,"[-4.476984431619991, -5.45544776626905]",MASK,"['Ban', '##ias']",1,1
1505,LOC,Subaybah,"(1832, 1840)",al-aziz-uthman,"[-6.2269953626741374, -5.908024232908281, -6.210132983617328]",MASK,"['Sub', '##ay', '##bah']",1,2
1506,DATETIME,late 1198,"(1875, 1884)",al-aziz-uthman,"[-4.04892112778752, -3.9574867610661575, -4.5831618539756285]",MASK,"['late', '119', '##8']",2,1
1507,PERSON,al-Mu'azzam,"(1935, 1946)",al-aziz-uthman,"[-6.612179925724129, -4.795325660379516, -6.983436996417437, -4.039392376461317, -3.79986787666481, -6.75810664108829, -4.261860149956445]",MASK,"['al', '-', 'Mu', ""'"", 'a', '##zza', '##m']",5,2
1508,PERSON,Misaki Doi,"(0, 10)",misaki-doi,"[-4.571002624481869, -5.905592852241093, -4.558933565362408, -3.693784217795255]",MASK,"['Mi', '##saki', 'Do', '##i']",2,2
1509,PERSON,土居 美咲,"(12, 17)",misaki-doi,"[-7.2266516550445, -3.0409250502620697, -7.461039555374537, -3.1923283206527517]",MASK,"['土', '[UNK]', '美', '[UNK]']",4,0
1510,PERSON,Doi Misak,"(19, 28)",misaki-doi,"[-4.669299139693164, -4.345243172655496, -4.682126488206928, -6.296789384620823]",MASK,"['Do', '##i', 'Mi', '##saki']",2,2
1511,DATETIME,29 April 1991,"(36, 49)",misaki-doi,"[-3.1577608434753954, -3.2194691920879026, -2.04502464720646]",MASK,"['29', 'April', '1991']",3,0
1512,DEM,Japanese,"(56, 64)",misaki-doi,[-2.6915353458968108],NO_MASK,['Japanese'],1,0
1513,DEM,tennis player,"(78, 91)",misaki-doi,"[-0.075830109490401, -0.5670625697124317]",NO_MASK,"['tennis', 'player']",2,0
1514,MISC,WTA,"(105, 108)",misaki-doi,[-1.06954128078501],NO_MASK,['WTA'],1,0
1515,QUANTITY,30,"(122, 124)",misaki-doi,[-4.0076606605860885],MASK,['30'],1,0
1516,QUANTITY,78,"(140, 142)",misaki-doi,[-5.003025353005723],MASK,['78'],1,0
1517,PERSON,Doi,"(154, 157)",misaki-doi,"[-4.375059809185982, -4.518337880114362]",MASK,"['Do', '##i']",1,1
1518,QUANTITY,two,"(166, 169)",misaki-doi,[-1.1022402433989196],MASK,['two'],1,0
1519,MISC,Grand Slam,"(177, 187)",misaki-doi,"[-5.8055099695140475, -6.032593108496021]",NO_MASK,"['Grand', 'Slam']",2,0
1520,MISC,Wimbledon,"(208, 217)",misaki-doi,[-3.86747562277774],NO_MASK,['Wimbledon'],1,0
1521,DATETIME,2007,"(221, 225)",misaki-doi,[-4.452400025021397],MASK,['2007'],1,0
1522,PERSON,Kurumi Nara,"(231, 242)",misaki-doi,"[-4.905008628660333, -6.866153351426577, -3.7012108210148926, -5.7788246263336145, -5.48442938440111]",MASK,"['Ku', '##rum', '##i', 'Na', '##ra']",2,3
1523,MISC,Australian Open,"(255, 270)",misaki-doi,"[-3.509127159851141, -2.0868789303730857]",NO_MASK,"['Australian', 'Open']",2,0
1524,DATETIME,2008,"(274, 278)",misaki-doi,[-4.551400814485769],MASK,['2008'],1,0
1525,PERSON,Elena Bogdan,"(285, 297)",misaki-doi,"[-5.785959020078047, -4.95018705373854, -5.750045928461325, -7.033176269285808]",MASK,"['Elena', 'Bo', '##g', '##dan']",2,2
1526,QUANTITY,three,"(332, 337)",misaki-doi,[-1.5547751606301192],MASK,['three'],1,0
1527,MISC,WTA,"(338, 341)",misaki-doi,[-2.683189111130452],NO_MASK,['WTA'],1,0
1528,QUANTITY,one,"(374, 377)",misaki-doi,[-0.7280883743800681],MASK,['one'],1,0
1529,ORG,Muse Group,"(398, 408)",misaki-doi,"[-4.617072296207684, -3.672600020163862]",MASK,"['Muse', 'Group']",2,0
1530,LOC,Tokyo,"(445, 450)",misaki-doi,[-2.114576229261243],MASK,['Tokyo'],1,0
1531,PERSON,Ján Mucha,"(0, 9)",j-n-mucha,"[-3.949238900123756, -5.451402143226051, -5.065996576823633, -3.4284257659386976]",MASK,"['J', '##án', 'Much', '##a']",2,2
1532,DATETIME,5 December 1982,"(16, 31)",j-n-mucha,"[-3.3675818588505266, -3.849325343949001, -2.0212751211520037]",MASK,"['5', 'December', '1982']",3,0
1533,DEM,Slovak,"(38, 44)",j-n-mucha,[-2.922130008299518],MASK,['Slovak'],1,0
1534,DEM,professional footballer,"(52, 75)",j-n-mucha,"[-3.425407689107071, -0.010876659603128091]",NO_MASK,"['professional', 'footballer']",2,0
1535,MISC,goalkeeper,"(92, 102)",j-n-mucha,[-0.9644689213658528],NO_MASK,['goalkeeper'],1,0
1536,PERSON,Benjamin Huger,"(0, 14)",benjamin-huger,"[-2.397704802898351, -4.006005447684652, -5.611233075807564]",MASK,"['Benjamin', 'Hu', '##ger']",2,1
1537,DATETIME,1768,"(16, 20)",benjamin-huger,[-5.6131970019381665],MASK,['1768'],1,0
1538,DATETIME,"July 7, 1823","(23, 35)",benjamin-huger,"[-4.363108814117097, -4.391130210388476, -1.521110089255146, -5.057089185690829]",MASK,"['July', '7', ',', '1823']",4,0
1539,ORG,United States,"(43, 56)",benjamin-huger,"[-4.958399704837784, -5.542038200682265]",NO_MASK,"['United', 'States']",2,0
1540,DEM,Representative,"(57, 71)",benjamin-huger,[-2.863240035549135],NO_MASK,['Representative'],1,0
1541,LOC,South Carolina,"(77, 91)",benjamin-huger,"[-3.642295296749896, -3.6621604723367533]",MASK,"['South', 'Carolina']",2,0
1542,LOC,Charleston,"(109, 119)",benjamin-huger,[-5.4445976458689405],MASK,['Charleston'],1,0
1543,LOC,Province of South Carolina,"(127, 153)",benjamin-huger,"[-3.306150682737535, -1.5101219551823017, -3.714841579556054, -4.783488140997305]",MASK,"['Province', 'of', 'South', 'Carolina']",4,0
1544,DATETIME,1768,"(157, 161)",benjamin-huger,[-5.627064388998127],MASK,['1768'],1,0
1545,LOC,Waccamaw River,"(239, 253)",benjamin-huger,"[-4.438811545854645, -6.9616499542569725, -8.791656549219915, -6.26097750421747, -2.5633390805965908]",MASK,"['W', '##ac', '##cam', '##aw', 'River']",2,3
1546,DEM,member,"(264, 270)",benjamin-huger,[-0.02596252052573237],NO_MASK,['member'],1,0
1547,ORG,South Carolina House of Representatives,"(278, 317)",benjamin-huger,"[-2.991086393407009, -4.049198775059153, -4.108400422547103, -2.4168631083718406, -3.7451932626888618]",MASK,"['South', 'Carolina', 'House', 'of', 'Representatives']",5,0
1548,DATETIME,1796,"(323, 327)",benjamin-huger,[-5.832214632526384],MASK,['1796'],1,0
1549,DATETIME,1798,"(331, 335)",benjamin-huger,[-5.9660561889796035],MASK,['1798'],1,0
1550,DEM,Federalist,"(358, 368)",benjamin-huger,"[-4.987644996648183, -5.534929356212444]",MASK,"['Federal', '##ist']",1,1
1551,ORG,U.S. Congresses,"(403, 418)",benjamin-huger,"[-6.24073965583532, -1.5414456615093828, -5.335871019023033, -3.909318176148204, -6.649754480542966, -4.453061017348785]",NO_MASK,"['U', '.', 'S', '.', 'Congress', '##es']",5,1
1552,DATETIME,"March 4, 1799","(433, 446)",benjamin-huger,"[-8.4480465323758, -8.220639204290318, -1.4898412426534053, -7.165816173964699]",MASK,"['March', '4', ',', '1799']",4,0
1553,DATETIME,"March 3, 1805","(450, 463)",benjamin-huger,"[-3.707102149795017, -4.203170702087563, -2.4570401244725826, -7.452684335302793]",MASK,"['March', '3', ',', '1805']",4,0
1554,DEM,member,"(480, 486)",benjamin-huger,[-0.018810295142952353],NO_MASK,['member'],1,0
1555,ORG,State house of representatives,"(494, 524)",benjamin-huger,"[-3.684466450845028, -2.253312772417228, -1.7637203477610581, -4.2746692004772235]",MASK,"['State', 'house', 'of', 'representatives']",4,0
1556,DATETIME,1806,"(530, 534)",benjamin-huger,[-7.885206699483019],MASK,['1806'],1,0
1557,DATETIME,1813,"(538, 542)",benjamin-huger,[-6.75724605617719],MASK,['1813'],1,0
1558,ORG,Fourteenth U.S. Congress,"(572, 596)",benjamin-huger,"[-6.336597574857647, -5.158437231847445, -4.604675767852845, -1.2802316409163477, -4.9894062184048735, -1.3410221646471456, -1.8560883045659835]",MASK,"['Fourteen', '##th', 'U', '.', 'S', '.', 'Congress']",6,1
